"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","FILM;BUCCAL, SUBLINGUAL","022410","INDIVIOR INC","03/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022410s033,020732s019,020733s023lbl.pdf#page=32"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","020733","INDIVIOR INC","03/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020733s024lbl.pdf#page=30"
"Subsys","Fentanyl","SPRAY;SUBLINGUAL","202788","BTCP PHARMA","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/202788s016lbl.pdf#page=38"
"Subsys","Fentanyl","SPRAY;SUBLINGUAL","202788","BTCP PHARMA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202788s020lbl.pdf#page=38"
"Subutex","Buprenorphine Hydrochloride","TABLET;SUBLINGUAL","020732","INDIVIOR INC","03/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020732s020lbl.pdf#page=27"
"Subutex","Buprenorphine Hydrochloride","TABLET;SUBLINGUAL","020732","INDIVIOR INC","03/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020732s022lbl.pdf#page=27"
"Subutex","Buprenorphine Hydrochloride","TABLET;SUBLINGUAL","020732","INDIVIOR INC","03/02/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022410s033,020732s019,020733s023lbl.pdf#page=32"
"Suclear","Magnesium Sulfate; Polyethylene Glycol 3350; Potassium Chloride; Potassium Sulfate; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate","SOLUTION;ORAL","203595","BRAINTREE LABS","08/15/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM337734.pdf"
"Sunosi","Solriamfetol Hydrochloride","TABLET;ORAL","211230","JAZZ","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211230_Orig1Orig2s000lbl.pdf#page=23"
"Supprelin LA","Histrelin Acetate","IMPLANT;SUBCUTANEOUS","022058","ENDO PHARM","11/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022058s014s015lbl.pdf#page=19"
"Supprelin LA","Histrelin Acetate","IMPLANT;SUBCUTANEOUS","022058","ENDO PHARM","11/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022058s016lbl.pdf#page=20"
"Suprep Bowel Prep Kit","Magnesium Sulfate; Potassium Sulfate; Sodium Sulfate","SOLUTION;ORAL","022372","BRAINTREE LABS","08/05/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022372s000MedGuide.pdf"
"Suprep Bowel Prep Kit","Magnesium Sulfate; Potassium Sulfate; Sodium Sulfate","SOLUTION;ORAL","022372","BRAINTREE LABS","08/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022372s013lbl.pdf#page=13"
"Surmontil","Trimipramine Maleate","CAPSULE;ORAL","016792","ODYSSEY PHARMS","09/30/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/016792s037lbl.pdf#page=12"
"Sustol","Granisetron","INJECTION, EXTENDED RELEASE;SUBCUTANEOUS","022445","HERON THERAPS INC","08/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM524796.pdf"
"Sutent","Sunitinib Malate","CAPSULE;ORAL","021938","CPPI CV","08/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021938s037lbl.pdf#page=33"
"Sutent","Sunitinib Malate","CAPSULE;ORAL","021938","CPPI CV","08/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021938s038lbl.pdf#page=35"
"Sutent","Sunitinib Malate","CAPSULE;ORAL","021938","CPPI CV","08/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021938s036lbl.pdf#page=35"
"Sutent","Sunitinib Malate","CAPSULE;ORAL","021938","CPPI CV","08/14/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM219111.pdf"
"Sylatron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5311lbl.pdf#page=27"
"Sylatron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13"
"Sylatron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf#page=29"
"Symbyax","Fluoxetine Hydrochloride; Olanzapine","CAPSULE;ORAL","021520","LILLY","04/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021520s050lbl.pdf#page=42"
"Symbyax","Fluoxetine Hydrochloride; Olanzapine","CAPSULE;ORAL","021520","LILLY","04/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021520s053lbl.pdf#page=42"
"Symlin","Pramlintide Acetate","INJECTABLE;SUBCUTANEOUS","021332","ASTRAZENECA AB","12/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089141.pdf"
"Sympazan","Clobazam","FILM;ORAL","210833","AQUESTIVE THERAP","11/01/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210833s000lbl.pdf#page=26"
"Symproic","Naldemedine Tosylate","TABLET;ORAL","208854","BDSI","01/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208854s002lbl.pdf#page=13"
"Synalgos-DC","Aspirin; Caffeine; Dihydrocodeine Bitartrate","CAPSULE;ORAL","011483","SUN PHARM INDUSTRIES","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/011483s033lbl.pdf#page=28"
"Synarel","Nafarelin Acetate","SPRAY, METERED;NASAL","019886","PFIZER","05/19/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019886s033s035lbl.pdf#page=28"
"Synjardy","Empagliflozin; METformin Hydrochloride","TABLET;ORAL","206111","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206111s018lbl.pdf#page=39"
"Synjardy","Empagliflozin; METformin Hydrochloride","TABLET;ORAL","206111","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/206111s015lbl.pdf#page=39"
"Synjardy XR","Empagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208658","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206111s018lbl.pdf#page=39"
"Synjardy XR","Empagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208658","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208658s009lbl.pdf#page=39"
"Synjardy XR","Empagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208658","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208658s004lbl.pdf#page=39"
"Synribo","Omacetaxine Mepesuccinate","POWDER;SUBCUTANEOUS","203585","TEVA PHARMS INTL","11/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/203585s007lbl.pdf#page=16"
"Tafinlar","Dabrafenib Mesylate","CAPSULE;ORAL","202806","NOVARTIS","04/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202806s015lbl.pdf#page=34"
"Tafinlar","Dabrafenib Mesylate","CAPSULE;ORAL","202806","NOVARTIS","04/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202806s012lbl.pdf#page=35"
"Taltz","Ixekizumab","INJECTABLE;INJECTION","125521","ELI LILLY AND CO","05/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125521s020lbl.pdf#page=17"
"Taltz","Ixekizumab","INJECTABLE;INJECTION","125521","ELI LILLY AND CO","05/29/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM493178.pdf"
"Taltz","Ixekizumab","INJECTABLE;INJECTION","125521","ELI LILLY AND CO","05/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125521s019lbl.pdf#page=19"
"Tanzeum","Albiglutide","INJECTABLE;INJECTION","125431","GLAXOSMITHKLINE LLC","12/20/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125431s019lbl.pdf#page=36"
"Targiniq","Naloxone Hydrochloride; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205777","PURDUE PHARMA LP","09/18/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/205777s004lbl.pdf#page=46"
"Targiniq","Naloxone Hydrochloride; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205777","PURDUE PHARMA LP","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205777s010s011lbl.pdf#page=47"
"Tasigna","Nilotinib Hydrochloride","CAPSULE;ORAL","022068","NOVARTIS","09/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022068s031lbl.pdf#page=36"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","211723","EPIZYME INC","01/23/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211723s000lbl.pdf#page=14"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","213400","EPIZYME INC","06/18/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213400s000lbl.pdf#page=17"
"Tecentriq","Atezolizumab","INJECTABLE; INJECTION","761041","GENENTECH INC","10/18/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm530718.pdf"
"Tecentriq","Atezolizumab","INJECTABLE;INJECTION","761034","GENENTECH INC","07/30/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761034s021lbl.pdf#page=47"
"Tecentriq","Atezolizumab","INJECTABLE;INJECTION","761034","GENENTECH INC","07/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761034s025lbl.pdf#page=55"
"Technivie","Ombitasvir; Paritaprevir; Ritonavir","TABLET;ORAL","207931","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207931s013lbl.pdf#page=39"
"Technivie","Ombitasvir; Paritaprevir; Ritonavir","TABLET;ORAL","207931","ABBVIE INC","12/06/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207931s012lbl.pdf#page=38"
"Tegretol","Carbamazepine","TABLET;ORAL","016608","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol","Carbamazepine","TABLET, CHEWABLE;ORAL","018281","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol","Carbamazepine","SUSPENSION;ORAL","018927","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol-XR","Carbamazepine","TABLET, EXTENDED RELEASE;ORAL","020234","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegsedi","Inotersen Sodium","SOLUTION;SUBCUTANEOUS","211172","AKCEA THERAPS","07/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211172s008lbl.pdf#page=26"
"Tegsedi","Inotersen Sodium","SOLUTION;SUBCUTANEOUS","211172","AKCEA THERAPS","07/30/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211172lbl.pdf#page=41"
"Testim","Testosterone","GEL;TRANSDERMAL","021454","AUXILIUM PHARMS LLC","05/30/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM188475.pdf"
"Testim","Testosterone","GEL;TRANSDERMAL","021454","AUXILIUM PHARMS LLC","05/30/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021454s027lbl.pdf#page=21"
"Testosterone","Testosterone","GEL;TRANSDERMAL","202763","ANI PHARMS INC","10/25/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202763s000mg.pdf"
"Thalomid","Thalidomide","CAPSULE;ORAL","020785","CELGENE","12/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020785s065lbl.pdf#page=25"
"Thalomid","Thalidomide","CAPSULE;ORAL","020785","CELGENE","12/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020785s067lbl.pdf#page=23"
"Thalomid","Thalidomide","CAPSULE;ORAL","020785","CELGENE","12/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020785s068lbl.pdf#page=23"
"Tibsovo","Ivosidenib","TABLET;ORAL","211192","AGIOS PHARMS INC","03/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211192s000lbl.pdf#page=18"
"Tikosyn","Dofetilide","CAPSULE;ORAL","020931","PFIZER","08/08/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM266314.pdf"
"Tikosyn","Dofetilide","CAPSULE;ORAL","020931","PFIZER","08/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020931s017lbl.pdf#page=27"
"Tivorbex","Indomethacin","CAPSULE;ORAL","204768","GENUS","03/26/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501662.pdf"
"Tivorbex","Indomethacin","CAPSULE;ORAL","204768","GENUS","03/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204768s006lbl.pdf#page=23"
"Tofranil","Imipramine Hydrochloride","TABLET;ORAL","087846","SPECGX LLC","06/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
"Tofranil-Pm","Imipramine Pamoate","CAPSULE;ORAL","017090","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM326090.pdf"
"Tolectin","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin 600","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin DS","Tolmetin Sodium","CAPSULE;ORAL","018084","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Topamax","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020505s59_020844s50lbl.pdf#page=51"
"Topamax","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020505s060,020844s051lbl.pdf#page=51"
"Topamax","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020505s061,020844s052lbl.pdf#page=52"
"Topamax","Topiramate","TABLET;ORAL","020505","JANSSEN PHARMS","06/08/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020505s059,020844s050lbl.pdf#page=51"
"Topamax","Topiramate","TABLET;ORAL","020505","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020505s060,020844s051lbl.pdf#page=51"
"Topamax","Topiramate","TABLET;ORAL","020505","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020505s061,020844s052lbl.pdf#page=52"
"Topamax Sprinkle","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020505s060,020844s051lbl.pdf#page=51"
"Topamax Sprinkle","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020505s59_020844s50lbl.pdf#page=51"
"Topamax Sprinkle","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","06/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020505s061,020844s052lbl.pdf#page=52"
"Toradol","Ketorolac Tromethamine","TABLET;ORAL","019645","ROCHE PALO","03/26/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089165.pdf"
"Tracleer","Bosentan","TABLET, FOR SUSPENSION;ORAL","209279","ACTELION PHARMS","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"Tracleer","Bosentan","TABLET;ORAL","021290","ACTELION PHARMS LTD","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"Tradjenta","Linagliptin","TABLET;ORAL","201280","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/201280s020lbl.pdf#page=17"
"Tradjenta","Linagliptin","TABLET;ORAL","201280","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201280s021lbl.pdf#page=14"
"Transderm Scop","Scopolamine","FILM, EXTENDED RELEASE;TRANSDERMAL","017874","GLAXOSMITHKLINE CON","03/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017874s043s044lbl.pdf#page=20"
"Tranxene","Clorazepate Dipotassium","CAPSULE;ORAL","017105","RECORDATI RARE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/017105s079lbl.pdf#page=10"
"Tranxene","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/017105s079lbl.pdf#page=10"
"Tranxene SD","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/017105s079lbl.pdf#page=10"
"Trazodone Hydrochloride","Trazodone Hydrochloride","TABLET;ORAL","071196","APOTEX INC","04/20/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/071196s062lbl.pdf#page=3"
"Trelegy Ellipta","Fluticasone Furoate; Umeclidinium Bromide; Vilanterol Trifenatate","POWDER;INHALATION","209482","GLAXOSMITHKLINE","05/15/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209482s000lbl.pdf#page=33"
"Tremfya","Guselkumab","INJECTABLE;INJECTION","761061","JANSSEN BIOTECH","07/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761061s009lbl.pdf#page=15"
"Tremfya","Guselkumab","INJECTABLE;INJECTION","761061","JANSSEN BIOTECH","07/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761061s004lbl.pdf#page=15"
"Treximet","Naproxen Sodium; Sumatriptan Succinate","TABLET;ORAL","021926","CURRAX","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021926s016lbl.pdf#page=29"
"Tridione","Trimethadione","SOLUTION;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","TABLET;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","CAPSULE;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Trijardy XR","Empagliflozin; Linagliptin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","212614","BOEHRINGER INGELHEIM","01/27/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212614s000lbl.pdf#page=42"
"Trileptal","Oxcarbazepine","TABLET;ORAL","021014","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"Trileptal","Oxcarbazepine","SUSPENSION;ORAL","021285","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"Trintellix","Vortioxetine Hydrobromide","TABLET;ORAL","204447","TAKEDA PHARMS USA","07/23/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204447s018lbl.pdf#page=29"
"Triptodur Kit","Triptorelin Pamoate","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","208956","ARBOR PHARMS LLC","10/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208956s000lbl.pdf#page=12"
"Triumeq","Abacavir Sulfate; Dolutegravir Sodium; LAmivudine","TABLET;ORAL","205551","VIIV HLTHCARE","03/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/205551s022lbl.pdf#page=44"
"Trizivir","Abacavir Sulfate; LAmivudine; Zidovudine","TABLET;ORAL","021205","VIIV HLTHCARE","05/10/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021205s038lbl.pdf#page=34"
"Trokendi XR","Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","201635","SUPERNUS PHARMS","02/21/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/201635s011s017lbl.pdf#page=58"
"Troxyca ER","Naltrexone Hydrochloride; Oxycodone Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","207621","PFIZER","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207621s004lbl.pdf#page=32"
"Trulance","Plecanatide","TABLET;ORAL","208745","SALIX","07/25/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208745s001lbl.pdf#page=14"
"Trulicity","Dulaglutide","INJECTABLE;INJECTION","125469","ELI LILLY AND CO","02/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125469s023lbl.pdf#page=23"
"Trulicity","Dulaglutide","INJECTABLE;INJECTION","125469","ELI LILLY AND CO","02/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125469s033lbl.pdf#page=26"
"Truvada","Emtricitabine; Tenofovir Disoproxil Fumarate","TABLET;ORAL","021752","GILEAD","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021752s053lbl.pdf#page=42"
"Truvada","Emtricitabine; Tenofovir Disoproxil Fumarate","TABLET;ORAL","021752","GILEAD","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021752s061lbl.pdf#page=35"
"Truxima","Rituximab-Abbs","INJECTABLE;INJECTION","761088","CELLTRION INC","05/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761088s005s006lbl.pdf#page=48"
"Truxima","Rituximab-Abbs","INJECTABLE;INJECTION","761088","CELLTRION INC","05/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761088Orig1s001s002_Replacementlbl.pdf#page=30"
"Truxima","Rituximab-Abbs","INJECTABLE;INJECTION","761088","CELLTRION INC","05/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761088s009lbl.pdf#page=48"
"Turalio","Pexidartinib Hydrochloride","CAPSULE;ORAL","211810","DAIICHI SANKYO INC","08/04/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211810s000lbl.pdf#page=21"
"Turalio","Pexidartinib Hydrochloride","CAPSULE;ORAL","211810","DAIICHI SANKYO INC","08/04/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211810s003lbl.pdf#page=21"
"Tussionex Pennkinetic","Chlorpheniramine Polistirex; Hydrocodone Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","019111","UCB INC","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019111s022lbl.pdf#page=25"
"Tuxarin ER","Chlorpheniramine Maleate; Codeine Phosphate","TABLET, EXTENDED RELEASE;ORAL","206323","MAINPOINTE","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206323s006lbl.pdf#page=28"
"Tuzistra XR","Chlorpheniramine Polistirex; Codeine Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","207768","AYTU","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207768s007lbl.pdf#page=27"
"Tymlos","Abaloparatide","SOLUTION;SUBCUTANEOUS","208743","RADIUS HEALTH INC","10/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208743lbl.pdf#page=18"
"Tysabri","Natalizumab","VIAL; SINGLE-USE","125104","BIOGEN IDEC","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125104s966lbl.pdf#page=30"
"Tysabri","Natalizumab","VIAL; SINGLE-USE","125104","BIOGEN IDEC","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/1215104s959lbl.pdf#page=30"
"Tysabri","Natalizumab","VIAL; SINGLE-USE","125104","BIOGEN IDEC","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125104s968s969lbl.pdf#page=31"
"Tyzeka","Telbivudine","SOLUTION;ORAL","022154","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Tyzeka","Telbivudine","TABLET;ORAL","022011","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Uloric","Febuxostat","TABLET;ORAL","021856","TAKEDA PHARMS USA","02/21/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021856s013lbl.pdf#page=19"
"Ultomiris","Ravulizumab-Cwvz","INJECTABLE;INJECTION","761108","ALEXION PHARM","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761108s001lbl.pdf#page=29"
"Ultracet","Acetaminophen; Tramadol Hydrochloride","TABLET;ORAL","021123","JANSSEN PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021123s019lbl.pdf#page=48"
"Ultram","Tramadol Hydrochloride","TABLET;ORAL","020281","JANSSEN PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020281s045lbl.pdf#page=41"
"Ultram ER","Tramadol Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021692","VALEANT PHARMS","08/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021692s015lbl.pdf#page=36"
"Uplizna","Inebilizumab-Cdon","INJECTABLE;INJECTION","761142","VIELA BIO","06/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761142s000lbl.pdf#page=17"
"Valchlor","Mechlorethamine Hydrochloride","GEL;TOPICAL","202317","HELSINN","05/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202317s009lbl.pdf#page=10"
"Valchlor","Mechlorethamine Hydrochloride","GEL;TOPICAL","202317","HELSINN","05/01/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM366908.pdf"
"Valium","Diazepam","TABLET;ORAL","013263","ROCHE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/013263s094lbl.pdf#page=14"
"Valtoco","Diazepam","SPRAY;NASAL","211635","NEURELIS INC","01/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211635s000lbl.pdf#page=23"
